x,Gene
10663,RP11-789C1.1
10664,RP11-789C1.2
10665,RP11-789C2.1
10666,RP11-789F5.1
10667,RP11-78C3.1
10668,RP11-78F17.1
10669,RP11-78H24.1
10670,RP11-78J21.4
10671,RP11-78L16.1
10672,RP11-78O7.2
10673,RP11-790J24.1
10674,RP11-791G15.2
10675,RP11-791M20.1
10676,RP11-791O21.5
10677,RP11-793B23.1
10678,RP11-793H13.10
10679,RP11-794A8.1
10680,RP11-794G24.1
10681,RP11-794M8.2
10682,RP11-796E10.1
10683,RP11-798K23.4
10684,RP11-798K3.4
10685,RP11-798L4.1
10686,RP11-799B12.4
10687,RP11-799O21.2
10688,RP11-79H23.3
10689,RP11-79N23.1
10690,RP11-79O8.1
10691,RP11-79P5.9
10692,RP11-7F17.3
10693,RP11-7F17.4
10694,RP11-7F18.2
10695,RP11-7K24.3
10696,RP11-800A3.3
10697,RP11-802F5.1
10698,RP11-802H3.2
10699,RP11-803B1.8
10700,RP11-803D5.4
10701,RP11-803P9.1
10702,RP11-804L24.2
10703,RP11-805F19.1
10704,RP11-805F19.2
10705,RP11-805I24.1
10706,RP11-805I24.3
10707,RP11-805I24.4
10708,RP11-806J6.1
10709,RP11-807H17.1
10710,RP11-807H7.2
10711,RP11-809F4.3
10712,RP11-809H16.5
10713,RP11-80B9.4
10714,RP11-80F22.14
10715,RP11-80F22.15
10716,RP11-80H18.4
10717,RP11-80H5.6
10718,RP11-80H5.7
10719,RP11-80H8.3
10720,RP11-80I3.1
10721,RP11-80K6.2
10722,RP11-810B23.1
10723,RP11-810P12.5
10724,RP11-810P8.1
10725,RP11-812E19.9
10726,RP11-813F20.2
10727,RP11-817G13.3
10728,RP11-817J15.3
10729,RP11-817O13.8
10730,RP11-818C3.1
10731,RP11-818F20.4
10732,RP11-819C21.1
10733,RP11-81A22.5
10734,RP11-81H14.1
10735,RP11-820I16.1
10736,RP11-822E23.7
10737,RP11-823E8.3
10738,RP11-826N14.4
10739,RP1-182D15.2
10740,RP11-82L7.4
10741,RP11-831A10.2
10742,RP11-831H9.11
10743,RP11-834C11.11
10744,RP11-834C11.12
10745,RP11-834C11.4
10746,RP11-834C11.5
10747,RP11-834C11.6
10748,RP11-835E18.5
10749,RP11-838N2.3
10750,RP11-838N2.5
10751,RP11-83B20.1
10752,RP11-83C7.1
10753,RP11-83M16.5
10754,RP11-83M16.6
10755,RP11-83N9.6
10756,RP11-844P9.1
10757,RP11-849F2.4
10758,RP11-849F2.7
10759,RP11-849F2.9
10760,RP11-849I19.1
10761,RP11-84A19.2
10762,RP11-84C10.3
10763,RP11-84C13.2
10764,RP11-84D1.2
10765,RP11-850F7.7
10766,RP11-855A2.5
10767,RP11-855O10.2
10768,RP11-855O10.3
10769,RP11-856M7.4
10770,RP11-85A1.3
10771,RP11-85B7.5
10772,RP11-85G18.6
10773,RP11-85G21.1
10774,RP11-85G21.2
10775,RP11-85G21.3
10776,RP11-85I21.1
10777,RP11-85L21.4
10778,RP11-861E21.1
10779,RP11-862G15.2
10780,RP11-863P13.1
10781,RP11-863P13.3
10782,RP11-863P13.4
10783,RP11-863P13.6
10784,RP11-864I4.1
10785,RP11-865I6.2
10786,RP11-866E20.3
10787,RP11-867G23.3
10788,RP11-86A5.1
10789,RP11-86H7.6
10790,RP11-873E20.1
10791,RP11-875H7.1
10792,RP11-875H7.2
10793,RP11-876F14.1
10794,RP11-879F14.3
10795,RP11-87C12.5
10796,RP11-87C12.6
10797,RP11-87C7.3
10798,RP11-87G24.6
10799,RP11-87N24.3
10800,RP11-87P13.2
10801,RP11-881M11.8
10802,RP11-882G5.1
10803,RP11-883A18.3
10804,RP11-883G14.3
10805,RP11-883G14.4
10806,RP11-885B4.1
10807,RP11-885N19.6
10808,RP11-886H22.1
10809,RP11-888D10.3
10810,RP11-889D3.1
10811,RP11-88E10.4
10812,RP11-88E10.5
10813,RP11-88H10.3
10814,RP11-88H9.2
10815,RP11-88I21.2
10816,RP11-890B15.3
10817,RP11-893F2.6
10818,RP11-895M11.3
10819,RP11-899L11.1
10820,RP11-89C3.3
10821,RP11-89C3.4
10822,RP11-89H19.2
10823,RP11-89K11.1
10824,RP11-89K22.1
10825,RP11-89M20.2
10826,RP11-89N17.3
10827,RP11-89N17.4
10828,RP11-8L21.1
10829,RP11-8P11.4
10830,RP11-900F13.2
10831,RP11-903H12.5
10832,RP11-905K4.1
10833,RP11-907D1.2
10834,RP11-90B22.1
10835,RP11-90C1.1
10836,RP11-90C4.2
10837,RP11-90C4.3
10838,RP11-90D4.3
10839,RP11-90J7.2
10840,RP11-90J7.4
10841,RP11-91G21.1
10842,RP11-91I20.2
10843,RP11-91I20.3
10844,RP11-91I8.1
10845,RP11-91J3.2
10846,RP11-91J3.3
10847,RP11-91K9.1
10848,RP1-191L6.2
10849,RP11-91P17.1
10850,RP11-923I11.3
10851,RP11-923I11.4
10852,RP11-92B11.4
10853,RP11-92G12.3
10854,RP11-92G19.2
10855,RP11-92J19.3
10856,RP11-930O11.2
10857,RP11-932A10.1
10858,RP11-932O9.10
10859,RP11-934B9.3
10860,RP1-193H18.3
10861,RP11-93H24.3
10862,RP11-93K22.13
10863,RP11-93N20.1
10864,RP11-944L7.5
10865,RP11-945A11.1
10866,RP11-945A11.2
10867,RP11-945F5.1
10868,RP11-946L20.2
10869,RP11-946L20.4
10870,RP11-94A24.1
10871,RP11-94B19.1
10872,RP11-94B19.2
10873,RP11-94B19.3
10874,RP11-94B19.4
10875,RP11-94B19.6
10876,RP11-94C24.6
10877,RP11-94H18.2
10878,RP11-94H6.1
10879,RP11-94I2.4
10880,RP11-94M14.3
10881,RP11-94P11.4
10882,RP11-953B20.1
10883,RP11-955H22.1
10884,RP11-955H22.3
10885,RP11-958F21.1
10886,RP11-958J22.3
10887,RP11-95D17.1
10888,RP11-95H11.1
10889,RP11-95H3.1
10890,RP11-95I16.2
10891,RP11-95I16.6
10892,RP11-95L3.2
10893,RP11-95M5.1
10894,RP11-95O2.1
10895,RP11-95P13.1
10896,RP11-95P13.2
10897,RP11-95P2.3
10898,RP11-963H4.3
10899,RP11-966I7.2
10900,RP11-966I7.3
10901,RP11-96A1.5
10902,RP11-96A15.1
10903,RP11-96B2.1
10904,RP11-96B5.4
10905,RP11-96C21.1
10906,RP11-96D24.1
10907,RP11-96G10.1
10908,RP11-96H19.1
10909,RP11-96O20.2
10910,RP11-96O20.4
10911,RP11-96O20.5
10912,RP11-96P7.1
10913,RP11-973H7.1
10914,RP11-973H7.4
10915,RP11-973H7.5
10916,RP11-976B16.1
10917,RP11-977G19.10
10918,RP11-977P2.1
10919,RP1-197B17.4
10920,RP11-97E7.1
10921,RP11-981G7.2
10922,RP11-981G7.3
10923,RP11-981G7.6
10924,RP11-982M15.6
10925,RP11-982M15.8
10926,RP11-983C2.2
10927,RP11-983G14.1
10928,RP11-989E6.10
10929,RP11-989E6.3
10930,RP11-989F5.1
10931,RP11-98D18.17
10932,RP11-98G13.1
10933,RP11-98G7.1
10934,RP11-98J9.1
10935,RP11-98J9.2
10936,RP11-998D10.4
10937,RP11-99A1.2
10938,RP11-99C10.1
10939,RP11-99E15.2
10940,RP11-99H8.1
10941,RP11-99L13.2
10942,RP11-9B6.1
10943,RP11-9G1.3
10944,RP11-9M16.2
10945,RP1-205F14P.1
10946,RP1-209A6.1
10947,RP1-223B1.1
10948,RP1-224A6.3
10949,RP1-224A6.9
10950,RP1-228P16.5
10951,RP1-228P16.8
10952,RP1-230L10.1
10953,RP1-232L24.3
10954,RP1-234P15.4
10955,RP1-23E21.2
10956,RP1-249F5.3
10957,RP1-249H1.2
10958,RP1-249I4.2
10959,RP1-251M9.2
10960,RP1-261G23.5
10961,RP1-265C24.8
10962,RP1-269M15.3
10963,RP1-273G13.3
10964,RP1-276E15.1
10965,RP1-276N6.2
10966,RP1-278O22.1
10967,RP1-278O22.2
10968,RP1-287H17.1
10969,RP1-288L1.5
10970,RP1-288M22.2
10971,RP1-290I10.3
10972,RP1-290I10.5
10973,RP1-292L20.3
10974,RP1-297M16.2
10975,RP1-29C18.9
10976,RP1-302D9.1
10977,RP1-302G2.5
10978,RP1-309H15.2
10979,RP1-309K20.6
10980,RP1-30E17.2
10981,RP13-1016M1.2
10982,RP13-1039J1.2
10983,RP13-126P21.2
10984,RP1-315G1.3
10985,RP13-16H11.2
10986,RP13-16H11.7
10987,RP1-317E23.6
10988,RP13-188A5.1
10989,RP13-192B19.2
10990,RP13-20L14.1
10991,RP13-270P17.3
10992,RP13-297E16.5
10993,RP1-32I10.10
10994,RP13-329D4.3
10995,RP13-348B13.2
10996,RP13-349O20.2
10997,RP13-379L11.1
10998,RP13-379L11.2
10999,RP13-379L11.4
11000,RP13-379O24.3
11001,RP13-392I16.1
11002,RP13-444H2.1
11003,RP13-455A7.1
11004,RP13-463N16.6
11005,RP13-465B17.5
11006,RP13-494C23.1
11007,RP13-49I15.6
11008,RP1-34H18.1
11009,RP1-34P24.3
11010,RP13-507P19.1
11011,RP13-512J5.1
11012,RP13-516M14.1
11013,RP13-516M14.4
11014,RP13-539F13.3
11015,RP13-539J13.1
11016,RP13-554M15.8
11017,RP1-35C21.1
11018,RP1-35C21.2
11019,RP13-612N21.1
11020,RP13-614K11.2
11021,RP13-616I3.1
11022,RP13-631K18.2
11023,RP13-631K18.3
11024,RP13-631K18.5
11025,RP13-672B3.2
11026,RP13-726E6.1
11027,RP13-726E6.2
11028,RP13-735L24.1
11029,RP13-766D20.4
11030,RP1-37J18.1
11031,RP1-37J18.2
11032,RP13-820C6.4
11033,RP13-884E18.2
11034,RP1-38C16.2
11035,RP13-977J11.2
11036,RP13-977J11.8
11037,RP13-977J11.9
11038,RP1-39J2.1
11039,RP1-40E16.2
11040,RP1-41C23.4
11041,RP1-41P2.7
11042,RP1-45I4.3
11043,RP1-46F2.3
11044,RP1-4G17.5
11045,RP1-58B11.1
11046,RP1-60O19.2
11047,RP1-65P5.5
11048,RP1-66C13.4
11049,RP1-66N13.1
11050,RP1-66N13.4
11051,RP1-67K17.4
11052,RP1-69M21.2
11053,RP1-78B3.1
11054,RP1-78O14.1
11055,RP1-79C4.4
11056,RP1-7G5.6
11057,RP1-80N2.2
11058,RP1-80N2.3
11059,RP1-81D8.3
11060,RP1-81P11.1
11061,RP1-86C11.7
11062,RP1-90G24.11
11063,RP1-90G24.6
11064,RP1-90G24.8
11065,RP1-90J20.2
11066,RP1-90J4.1
11067,RP1-90K10.4
11068,RP1-90L6.3
11069,RP1-92C4.2
11070,RP1-93H18.1
11071,RP1-97G4.1
11072,RP1-97J1.2
11073,RP3-324O17.8
11074,RP3-329A5.8
11075,RP3-331H24.4
11076,RP3-331H24.5
11077,RP3-333B15.5
11078,RP3-333B15.6
11079,RP3-337D23.3
11080,RP3-340B19.3
11081,RP3-340N1.2
11082,RP3-340N1.6
11083,RP3-355L5.5
11084,RP3-359N14.2
11085,RP3-368B9.2
11086,RP3-369A17.4
11087,RP3-380B4.1
11088,RP3-380B8.4
11089,RP3-380E11.2
11090,RP3-388N13.5
11091,RP3-390M24.1
11092,RP3-393K13.1
11093,RP3-395M20.12
11094,RP3-395M20.9
11095,RP3-395P12.2
11096,RP3-399L15.1
11097,RP3-400B16.3
11098,RP3-406A7.7
11099,RP3-410C9.2
11100,RP3-413H6.2
11101,RP3-422G23.4
11102,RP3-425P12.1
11103,RP3-425P12.2
11104,RP3-429O6.1
11105,RP3-437I16.1
11106,RP3-446N13.5
11107,RP3-448I9.1
11108,RP3-448I9.2
11109,RP3-449H6.1
11110,RP3-453C12.15
11111,RP3-454B23.1
11112,RP3-460G2.2
11113,RP3-461F17.3
11114,RP3-462D8.2
11115,RP3-463P15.1
11116,RP3-465N24.6
11117,RP3-466P17.1
11118,RP3-467K16.4
11119,RP3-470B24.5
11120,RP3-470L22.1
11121,RP3-471C18.1
11122,RP3-471C18.2
11123,RP3-471M13.2
11124,RP3-473L9.4
11125,RP3-486I3.7
11126,RP3-492J12.2
11127,RP3-495K2.2
11128,RP3-495K2.3
11129,RP3-500L14.2
11130,RP3-503A6.2
11131,RP3-509I19.11
11132,RP3-510D11.1
11133,RP3-510D11.2
11134,RP3-513G18.2
11135,RP3-522D1.1
11136,RP3-522J7.6
11137,RP3-523C21.2
11138,RP3-526F5.2
11139,RP3-527G5.1
11140,RP4-529N6.1
11141,RP4-533D7.6
11142,RP4-534N18.2
11143,RP4-535B20.1
11144,RP4-535B20.4
11145,RP4-539M6.22
11146,RP4-543J13.1
11147,RP4-550H1.4
11148,RP4-550H1.5
11149,RP4-550H1.7
11150,RP4-555D20.3
11151,RP4-555D20.4
11152,RP4-559A3.7
11153,RP4-561L24.3
11154,RP4-563E14.1
11155,RP4-564F22.5
11156,RP4-564F22.6
11157,RP4-564F22.7
11158,RP4-564O4.1
11159,RP4-566L20.1
11160,RP4-568C11.4
11161,RP4-569D19.8
11162,RP4-580N22.2
11163,RP4-583K8.1
11164,RP4-583P15.14
11165,RP4-585I14.3
11166,RP4-586O15.1
11167,RP4-591L5.1
11168,RP4-591L5.2
11169,RP4-594A5.1
11170,RP4-594I10.3
11171,RP4-594L9.2
11172,RP4-597N16.4
11173,RP4-601P9.1
11174,RP4-601P9.2
11175,RP4-604K5.3
11176,RP4-610C12.3
11177,RP4-613B23.5
11178,RP4-614C15.2
11179,RP4-614C15.3
11180,RP4-614O4.12
11181,RP4-616B8.5
11182,RP4-625H18.2
11183,RP4-633I8.4
11184,RP4-639J15.1
11185,RP4-639J15.3
11186,RP4-655J12.5
11187,RP4-656G21.1
11188,RP4-660H19.1
11189,RP4-665J23.2
11190,RP4-666F24.3
11191,RP4-668E10.4
11192,RP4-669L17.10
11193,RP4-669L17.2
11194,RP4-680D5.9
11195,RP4-704D21.2
11196,RP4-704D23.1
11197,RP4-705F19.1
11198,RP4-710M16.2
11199,RP4-712E4.1
11200,RP4-712E4.2
11201,RP4-718J7.4
11202,RP4-734P14.4
11203,RP4-735C1.6
11204,RP4-737E23.7
11205,RP4-739H11.3
11206,RP4-742N3.1
11207,RP4-745K6.1
11208,RP4-749H3.2
11209,RP4-752I6.1
11210,RP4-753F5.1
11211,RP4-758J18.10
11212,RP4-758J18.13
11213,RP4-760C5.3
11214,RP4-760C5.5
11215,RP4-763G1.2
11216,RP4-765H13.1
11217,RP4-771M4.3
11218,RP4-777L9.2
11219,RP4-777L9.3
11220,RP4-777O23.1
11221,RP4-777O23.2
11222,RP4-777O23.3
11223,RP4-781K5.5
11224,RP4-781K5.6
11225,RP4-782L23.1
11226,RP4-784A16.5
11227,RP4-789D17.5
11228,RP4-794I6.4
11229,RP4-796I8.1
11230,RP4-798A10.2
11231,RP4-806M20.4
11232,RP4-809F18.1
11233,RP4-809F18.2
11234,RP4-811H24.9
11235,RP4-813D12.3
11236,RP5-1007H16.1
11237,RP5-1011O1.3
11238,RP5-1017F8.2
11239,RP5-1021I20.2
11240,RP5-1022J11.2
11241,RP5-1022P6.4
11242,RP5-1022P6.7
11243,RP5-1023B21.1
11244,RP5-1024N4.2
11245,RP5-1025A1.3
11246,RP5-1027O11.1
11247,RP5-1027O15.1
11248,RP5-1028K7.2
11249,RP5-1030M6.3
11250,RP5-1031D4.2
11251,RP5-1031J8.1
11252,RP5-1042K10.14
11253,RP5-1050E16.1
11254,RP5-1050E16.2
11255,RP5-1051D14.1
11256,RP5-1051H14.2
11257,RP5-1052I5.2
11258,RP5-1056H1.2
11259,RP5-1057B20.3
11260,RP5-1057I20.2
11261,RP5-1061H20.4
11262,RP5-1063M23.1
11263,RP5-1065P14.2
11264,RP5-1067M6.3
11265,RP5-1068E13.7
11266,RP5-1068H6.6
11267,RP5-1069C8.3
11268,RP5-1070A16.1
11269,RP5-1077H22.1
11270,RP5-1077H22.2
11271,RP5-1085F17.3
11272,RP5-1092A3.5
11273,RP5-1097P24.1
11274,RP5-1098D14.1
11275,RP5-1100I6.1
11276,RP5-1112D6.7
11277,RP5-1114G22.2
11278,RP5-1116H23.3
11279,RP5-1116H23.5
11280,RP5-1116H23.6
11281,RP5-1119A7.14
11282,RP5-1119O21.2
11283,RP5-1120P11.3
11284,RP5-1121H13.3
11285,RP5-1125A11.4
11286,RP5-1125A11.6
11287,RP5-1125A11.7
11288,RP5-1125N11.1
11289,RP5-1139I1.1
11290,RP5-1142J19.1
11291,RP5-1158E12.1
11292,RP5-1158E12.3
11293,RP5-1159O4.1
11294,RP5-1159O4.2
11295,RP5-1164C1.2
11296,RP5-1172N10.2
11297,RP5-1177M21.1
11298,RP5-1185H19.2
11299,RP5-1185K9.1
11300,RP5-1186P10.2
11301,RP5-1195D24.1
11302,RP5-826L7.1
11303,RP5-827E24.1
11304,RP5-827L5.1
11305,RP5-827L5.2
11306,RP5-827O9.1
11307,RP5-828H9.1
11308,RP5-828H9.4
11309,RP5-832C2.5
11310,RP5-836J3.1
11311,RP5-837J1.4
11312,RP5-839B4.8
11313,RP5-842K16.1
11314,RP5-843L14.1
11315,RP5-845O24.8
11316,RP5-850E9.3
11317,RP5-851M4.1
11318,RP5-855F14.2
11319,RP5-855F16.1
11320,RP5-856G1.1
11321,RP5-857K21.15
11322,RP5-857K21.5
11323,RP5-858B6.1
11324,RP5-860P4.2
11325,RP5-864K19.6
11326,RP5-865N13.2
11327,RP5-866L20.1
11328,RP5-874C20.8
11329,RP5-875H18.9
11330,RP5-875O13.1
11331,RP5-877J2.1
11332,RP5-881P19.7
11333,RP5-884C9.2
11334,RP5-888M10.2
11335,RP5-893G23.1
11336,RP5-894D12.4
11337,RP5-894D12.5
11338,RP5-897D18.1
11339,RP5-899B16.1
11340,RP5-899B16.2
11341,RP5-899E9.1
11342,RP5-902P8.12
11343,RP5-903G2.2
11344,RP5-905G11.3
11345,RP5-906C1.1
11346,RP5-907D15.4
11347,RP5-921G16.2
11348,RP5-928E24.2
11349,RP5-933B4.1
11350,RP5-933K21.3
11351,RP5-940F7.2
11352,RP5-942I16.1
11353,RP5-943J3.2
11354,RP5-944M2.2
11355,RP5-945F2.2
11356,RP5-945F2.3
11357,RP5-963E22.5
11358,RP5-963E22.6
11359,RP5-964N17.1
11360,RP5-965F6.2
11361,RP5-965G21.3
11362,RP5-965G21.4
11363,RP5-968D22.3
11364,RP5-968J1.1
11365,RP5-972B16.2
11366,RP5-978I12.1
11367,RP5-983L19.2
11368,RP5-984P4.4
11369,RP5-984P4.6
11370,RP5-991B18.1
11371,RP5-991B18.2
11372,RP5-991G20.6
11373,RP5-991O23.1
11374,RP5-998H6.2
11375,RP5-999L4.2
11376,RP6-102O10.1
11377,RP6-109B7.2
11378,RP6-109B7.4
11379,RP6-114E22.1
11380,RP6-201G10.2
11381,RP6-24A23.6
11382,RP6-65G23.3
11383,RP6-65G23.5
11384,RP6-74O6.6
11385,RP6-91H8.3
11386,RP6-91H8.5
11387,RP9
11388,RPA4
11389,RPAIN
11390,RPAP3
11391,RPE
11392,RPEL1
11393,RPF1
11394,RPF2
11395,RPL10
11396,RPL10A
11397,RPL10L
11398,RPL11
11399,RPL12
11400,RPL13
11401,RPL13A
11402,RPL14
11403,RPL15
11404,RPL17
11405,RPL17-C18orf32
11406,RPL18
11407,RPL18A
11408,RPL19
11409,RPL21
11410,RPL22
11411,RPL22L1
11412,RPL23
11413,RPL23A
11414,RPL24
11415,RPL26
11416,RPL26L1
11417,RPL27
11418,RPL28
11419,RPL29
11420,RPL3
11421,RPL30
11422,RPL31
11423,RPL32
11424,RPL34
11425,RPL35
11426,RPL35A
11427,RPL36
11428,RPL36A
11429,RPL36A-HNRNPH2
11430,RPL36AL
11431,RPL37
11432,RPL37A
11433,RPL38
11434,RPL39L
11435,RPL3L
11436,RPL4
11437,RPL41
11438,RPL5
11439,RPL6
11440,RPL7
11441,RPL7A
11442,RPL7L1
11443,RPL8
11444,RPLP0
11445,RPLP1
11446,RPLP2
11447,RPN1
11448,RPN2
11449,RPP21
11450,RPP25
11451,RPP38
11452,RPRD1A
11453,RPRD2
11454,RPRM
11455,RPRML
11456,RPS10
11457,RPS10-NUDT3
11458,RPS11
11459,RPS12
11460,RPS13
11461,RPS14
11462,RPS15
11463,RPS15A
11464,RPS16
11465,RPS17
11466,RPS18
11467,RPS19
11468,RPS19BP1
11469,RPS2
11470,RPS20
11471,RPS21
11472,RPS23
11473,RPS24
11474,RPS25
11475,RPS26
11476,RPS27
11477,RPS27L
11478,RPS28
11479,RPS29
11480,RPS3
11481,RPS3A
11482,RPS4X
11483,RPS4Y1
11484,RPS5
11485,RPS6
11486,RPS6KA3
11487,RPS6KB1
11488,RPS6KC1
11489,RPS8
11490,RPSA
11491,RPSAP58
11492,RPUSD1
11493,RQCD1
11494,RRAD
11495,RRAGA
11496,RRAGB
11497,RRAGD
11498,RRAS
11499,RRBP1
11500,RRP15
11501,RRP7A
11502,RRS1
11503,RRS1-AS1
11504,RSC1A1
11505,RSF1
11506,RSL1D1
11507,RSL24D1
11508,RSPH1
11509,RSPH3
11510,RSPO2
11511,RSPO3
11512,RSRC1
11513,RSRC2
11514,RSRP1
11515,RSU1
11516,RTCA
11517,RTCB
11518,RTF1
11519,RTFDC1
11520,RTN1
11521,RTN3
11522,RTN4
11523,RTN4RL1
11524,RTN4RL2
11525,RTP4
11526,RTP5
11527,RUFY2
11528,RUFY3
11529,RWDD1
11530,RWDD2A
11531,RWDD4
11532,RXFP3
11533,RYBP
11534,RYK
11535,RYR2
11536,S100A1
11537,S100A10
11538,S100A11
11539,S100A12
11540,S100A2
11541,S100A4
11542,S100A6
11543,S100A7A
11544,S100A7L2
11545,S100A9
11546,S100B
11547,S100G
11548,S100P
11549,S1PR2
11550,S1PR3
11551,S1PR4
11552,S1PR5
11553,SAA1
11554,SAA2
11555,SAA2-SAA4
11556,SAAL1
11557,SAC3D1
11558,SACM1L
11559,SACS-AS1
11560,SAFB
11561,SAFB2
11562,SALL3
11563,SALRNA2
11564,SAMD1
11565,SAMD11
11566,SAMD12-AS1
11567,SAMD13
11568,SAMD15
11569,SAMD5
11570,SAMD8
11571,SAMD9L
11572,SAMHD1
11573,SAP130
11574,SAP18
11575,SAP25
11576,SAP30
11577,SAPCD1
11578,SAPCD2
11579,SAR1A
11580,SAR1B
11581,SARAF
11582,SARNP
11583,SARS
11584,SART3
11585,SASH3
11586,SAT1
11587,SAV1
11588,SAYSD1
11589,SBDS
11590,SBF2
11591,SBK1
11592,SBK2
11593,SBK3
11594,SBNO1
11595,SBNO2
11596,SBSPON
11597,SC22CB-109E1.1
11598,SC5D
11599,SCAF1
11600,SCAF11
11601,SCAF4
11602,SCAF8
11603,SCAMP1
11604,SCAMP1-AS1
11605,SCAMP4
11606,SCAP
11607,SCARA3
11608,SCARB2
11609,SCARF2
11610,SCARNA2
11611,SCCPDH
11612,SCD
11613,SCFD1
11614,SCG2
11615,SCGB1A1
11616,SCGB1B2P
11617,SCGB1D1
11618,SCGB1D2
11619,SCGB2A1
11620,SCGB3A1
11621,SCGB3A2
11622,SCGN
11623,SCHLAP1
11624,SCIMP
11625,SCIN
11626,SCMH1
11627,SCML1
11628,SCNM1
11629,SCO2
11630,SCOC
11631,SCP2
11632,SCRN1
11633,SCRT2
11634,SCT
11635,SCUBE2
11636,SCX
11637,SCYL2
11638,SDAD1
11639,SDC1
11640,SDC2
11641,SDC4
11642,SDCBP
11643,SDCCAG8
11644,SDE2
11645,SDF2L1
11646,SDF4
11647,SDHA
11648,SDHAF1
11649,SDHAF2
11650,SDHD
11651,SDK1
11652,SEC11A
11653,SEC11C
11654,SEC22B
11655,SEC22C
11656,SEC23A
11657,SEC23B
11658,SEC23IP
11659,SEC24A
11660,SEC24B
11661,SEC24C
11662,SEC24D
11663,SEC31A
11664,SEC61A1
11665,SEC61B
11666,SEC61G
11667,SEC62
11668,SEC63
11669,SECISBP2
11670,SECISBP2L
11671,SECTM1
11672,SEH1L
11673,SEL1L
11674,SEL1L3
11675,SELK
11676,SELM
11677,SELO
11678,SELT
11679,SEMA3C
11680,SEMA3D
11681,SEMA3E
11682,SEMA6A
11683,SEMA6B
11684,SEMG1
11685,SEMG2
11686,SENP2
11687,SENP3-EIF4A1
11688,SENP5
11689,SENP6
11690,SENP7
11691,SENP8
11692,SEP15
11693,SEPHS1
11694,SEPHS2
11695,SEPN1
11696,SEPP1
11697,SEPT10
11698,SEPT11
11699,SEPT2
11700,SEPT5
11701,SEPT7
11702,SEPT8
11703,SEPT9
11704,SEPW1
11705,SERBP1
11706,SERF1B
11707,SERF2
11708,SERGEF
11709,SERHL2
11710,SERINC1
11711,SERINC2
11712,SERINC3
11713,SERINC5
11714,SERP1
11715,SERPINA11
11716,SERPINA3
11717,SERPINB1
11718,SERPINB11
11719,SERPINB3
11720,SERPINB6
11721,SERPIND1
11722,SERPINE1
11723,SERPINF1
11724,SERPING1
11725,SERTAD1
11726,SERTAD3
11727,SERTM1
11728,SESN1
11729,SESN2
11730,SESN3
11731,SET
11732,SETBP1
11733,SETD1B
11734,SETD2
11735,SETD3
11736,SETD5
11737,SETD6
11738,SETD7
11739,SETD8
11740,SETMAR
11741,SETSIP
11742,SETX
11743,SF1
11744,SF3A1
11745,SF3A2
11746,SF3A3
11747,SF3B1
11748,SF3B2
11749,SF3B3
11750,SF3B4
11751,SF3B5
11752,SF3B6
11753,SFN
11754,SFPQ
11755,SFR1
11756,SFRP1
11757,SFRP2
11758,SFRP4
11759,SFRP5
11760,SFSWAP
11761,SFT2D1
11762,SFT2D2
11763,SFT2D3
11764,SFTPA2
11765,SFXN4
11766,SGCA
11767,SGCB
11768,SGIP1
11769,SGK1
11770,SGK223
11771,SGK3
11772,SGMS1
11773,SGMS2
11774,SGPL1
11775,SGPP1
11776,SGPP2
11777,SH2B2
11778,SH2D1A
11779,SH2D3A
11780,SH3BGR
11781,SH3BGRL
11782,SH3BGRL2
11783,SH3BGRL3
11784,SH3D19
11785,SH3D21
11786,SH3GL1
11787,SH3GLB1
11788,SH3GLB2
11789,SH3RF1
11790,SH3RF3
11791,SH3RF3-AS1
11792,SH3YL1
11793,SHARPIN
11794,SHB
11795,SHC2
11796,SHH
11797,SHISA2
11798,SHISA3
11799,SHISA4
11800,SHISA5
11801,SHISA6
11802,SHISA8
11803,SHISA9
11804,SHKBP1
11805,SHOC2
11806,SHROOM3
11807,SIAH1
11808,SIAH2
11809,SIDT1
11810,SIGIRR
11811,SIGLEC14
11812,SIGMAR1
11813,SIK1
11814,SIKE1
11815,SIM2
11816,SIN3A
11817,SIRT1
11818,SIRT4
11819,SIRT6
11820,SIX1
11821,SIX2
11822,SIX3
11823,SIX3-AS1
11824,SIX4
11825,SIX6
11826,SKA2
11827,SKAP2
11828,SKI
11829,SKIL
11830,SKIV2L2
11831,SKOR1
11832,SKOR2
11833,SKP1
11834,SLAIN2
11835,SLBP
11836,SLC10A3
11837,SLC10A4
11838,SLC10A5
11839,SLC10A7
11840,SLC12A2
11841,SLC14A1
11842,SLC15A2
11843,SLC15A3
11844,SLC16A1
11845,SLC16A4
11846,SLC16A8
11847,SLC16A9
11848,SLC17A4
11849,SLC17A5
11850,SLC18A3
11851,SLC19A2
11852,SLC1A1
11853,SLC1A5
11854,SLC22A17
11855,SLC22A23
11856,SLC22A3
11857,SLC22A31
11858,SLC25A1
11859,SLC25A10
11860,SLC25A16
11861,SLC25A2
11862,SLC25A27
11863,SLC25A29
11864,SLC25A3
11865,SLC25A30
11866,SLC25A30-AS1
11867,SLC25A32
11868,SLC25A33
11869,SLC25A36
11870,SLC25A37
11871,SLC25A38
11872,SLC25A39
11873,SLC25A42
11874,SLC25A43
11875,SLC25A46
11876,SLC25A5
11877,SLC25A51
11878,SLC25A6
11879,SLC26A2
11880,SLC26A4
11881,SLC29A2
11882,SLC29A4
11883,SLC2A12
11884,SLC2A14
11885,SLC2A3
